operon_id,promoter_start,promoter_end,gene_names,bin,operon_name,gene_list,bin_coverage,gene_start,gene_end,operon_start,operon_end,strand,operon_length,total_expression,normalized_expression
Rv1502_up,1692574,1692923,Rv1502,bin339,Rv1502_up,['Rv1502'],{339: 1.0},1692924,1693823,1692574,1693823,+,900,1928.5,2.142777778
Rv1506c_up,1696444,1696793,"Rv1505c,Rv1506c",bin340,Rv1506c_up,"['Rv1505c', 'Rv1506c']",{340: 1.0},1696443,1695281,1695281,1696793,-,1161,2268.5,1.953919035
Rv1514c_up,1706596,1706945,Rv1514c,bin342,Rv1514c_up,['Rv1514c'],{342: 1.0},1706595,1705807,1705807,1706945,-,787,632.5,0.803684879
Rv1516c_up,1708540,1708889,"Rv1515c,Rv1516c",bin342,Rv1516c_up,"['Rv1515c', 'Rv1516c']",{342: 1.0},1708539,1706630,1706630,1708889,-,1908,2209,1.157756813
Rv1517_up,1708521,1708870,"Rv1517,Rv1518","bin342, bin343",Rv1517_up,"['Rv1517', 'Rv1518']","{342: 0.7105136821891502, 343: 0.2894863178108497}",1708871,1710603,1708521,1710603,+,1733,1316,0.759376803
Rv1519_up,1710383,1710732,Rv1519,bin343,Rv1519_up,['Rv1519'],{343: 1.0},1710733,1711002,1710383,1711002,+,270,658,2.437037037
Rv1520_up,1710678,1711027,Rv1520,bin343,Rv1520_up,['Rv1520'],{343: 1.0},1711028,1712068,1710678,1712068,+,1041,1576,1.513928915
Rv1522c_up,1717613,1717962,Rv1522c,"bin343, bin344",Rv1522c_up,['Rv1522c'],"{343: 0.21867581113162754, 344: 0.7813241888683725}",1717612,1714172,1714172,1717962,-,3439,6664.5,1.937917999
Rv1524_up,1718376,1718725,Rv1524,bin344,Rv1524_up,['Rv1524'],{344: 1.0},1718726,1719970,1718376,1719970,+,1245,1661,1.334136546
Rv1526c_up,1722061,1722410,Rv1526c,bin345,Rv1526c_up,['Rv1526c'],{345: 1.0},1722060,1720780,1720780,1722410,-,1279,943.5,0.737685692
Rv1527c_up,1728410,1728759,Rv1527c,"bin345, bin346",Rv1527c_up,['Rv1527c'],"{345: 0.4370226149468324, 346: 0.5629773850531676}",1728409,1722083,1722083,1728759,-,6325,10685.5,1.689407115
Rv1529_up,1729152,1729501,Rv1529,"bin346, bin347",Rv1529_up,['Rv1529'],"{346: 0.4033254156769596, 347: 0.5966745843230403}",1729502,1731256,1729152,1731256,+,1755,973,0.554415954
Rv1530_up,1731023,1731372,"Rv1530,Rv1531",bin347,Rv1530_up,"['Rv1530', 'Rv1531']",{347: 1.0},1731373,1733039,1731023,1733039,+,1667,1127,0.676064787
Rv1532c_up,1733551,1733900,Rv1532c,bin347,Rv1532c_up,['Rv1532c'],{347: 1.0},1733550,1733116,1733116,1733900,-,433,598,1.381062356
Rv1533_up,1733260,1733609,"Rv1533,Rv1534","bin347, bin348",Rv1533_up,"['Rv1533', 'Rv1534']","{347: 0.8090148698884758, 348: 0.19098513011152415}",1733610,1735411,1733260,1735411,+,1802,6094,3.381798002
Rv1536_up,1736169,1736518,Rv1536,bin348,Rv1536_up,['Rv1536'],{348: 1.0},1736519,1739644,1736169,1739644,+,3126,9228,2.952015355
Rv1538c_up,1742193,1742542,Rv1538c,bin349,Rv1538c_up,['Rv1538c'],{349: 1.0},1742192,1741212,1741212,1742542,-,979,1575,1.608784474
Rv1560_up,1764405,1764754,"Rv1560,Rv1561","bin353, bin354",Rv1560_up,"['Rv1560', 'Rv1561']","{353: 0.6087844739530133, 354: 0.39121552604698673}",1764755,1765383,1764405,1765383,+,629,504.5,0.802066773
Rv1564c_up,1771602,1771951,"Rv1562c,Rv1563c,Rv1564c","bin354, bin355",Rv1564c_up,"['Rv1562c', 'Rv1563c', 'Rv1564c']","{354: 0.7022283272283272, 355: 0.29777167277167277}",1771601,1765400,1765400,1771951,-,6200,4863.5,0.784435484
Rv1565c_up,1773830,1774179,Rv1565c,bin355,Rv1565c_up,['Rv1565c'],{355: 1.0},1773829,1771640,1771640,1774179,-,2188,5764.5,2.634597806
Rv1566c_up,1774621,1774970,Rv1566c,bin355,Rv1566c_up,['Rv1566c'],{355: 1.0},1774620,1773928,1773928,1774970,-,691,4413.5,6.387120116
Rv1577c_up,1782585,1782934,"Rv1576c,Rv1577c",bin357,Rv1577c_up,"['Rv1576c', 'Rv1577c']",{357: 1.0},1782584,1780643,1780643,1782934,-,1940,2473.5,1.275
Rv1578c_up,1783229,1783578,Rv1578c,bin357,Rv1578c_up,['Rv1578c'],{357: 1.0},1783228,1782758,1782758,1783578,-,469,443,0.9445629
Rv1592c_up,1793741,1794090,Rv1592c,bin359,Rv1592c_up,['Rv1592c'],{359: 1.0},1793740,1792400,1792400,1794090,-,1339,4639,3.464525765
Rv1607_up,1805831,1806180,Rv1607,bin362,Rv1607_up,['Rv1607'],{362: 1.0},1806181,1807263,1805831,1807263,+,1083,3610.5,3.333795014
Rv1621c_up,1823274,1823623,"Rv1620c,Rv1621c","bin364, bin365",Rv1621c_up,"['Rv1620c', 'Rv1621c']","{364: 0.01037967768369298, 365: 0.989620322316307}",1823273,1819963,1819963,1823623,-,3309,1594,0.481716531
Rv1625c_up,1827946,1828295,Rv1625c,bin366,Rv1625c_up,['Rv1625c'],{366: 1.0},1827945,1826614,1826614,1828295,-,1330,2431,1.827819549
Rv1631_up,1834663,1835012,Rv1631,"bin367, bin368",Rv1631_up,['Rv1631'],"{367: 0.21473951715374842, 368: 0.7852604828462516}",1835013,1836236,1834663,1836236,+,1224,11220.5,9.167075163
Rv1632c_up,1836831,1837180,Rv1632c,bin368,Rv1632c_up,['Rv1632c'],{368: 1.0},1836830,1836387,1836387,1837180,-,442,1750,3.959276018
Rv1633_up,1836725,1837074,"Rv1633,Rv1634","bin368, bin369",Rv1633_up,"['Rv1633', 'Rv1634']","{368: 0.848924591863177, 369: 0.15107540813682302}",1837075,1840583,1836725,1840583,+,3509,13408,3.821031633
Rv1642_up,1852578,1852927,Rv1642,bin371,Rv1642_up,['Rv1642'],{371: 1.0},1852928,1853122,1852578,1853122,+,195,8747.5,44.85897436
Rv1643_up,1852834,1853183,Rv1643,bin371,Rv1643_up,['Rv1643'],{371: 1.0},1853184,1853573,1852834,1853573,+,390,13690.5,35.10384615
Rv1645c_up,1855455,1855804,Rv1645c,"bin371, bin372",Rv1645c_up,['Rv1645c'],"{371: 0.42816500711237554, 372: 0.5718349928876245}",1855454,1854399,1854399,1855804,-,1054,1465.5,1.390417457
Rv1646_up,1855414,1855763,Rv1646,bin372,Rv1646_up,['Rv1646'],{372: 1.0},1855764,1856696,1855414,1856696,+,933,2030.5,2.176312969
Rv1652_up,1865226,1865575,"Rv1652,Rv1653,Rv1654,Rv1655,Rv1656,Rv1657,Rv1658","bin374, bin375",Rv1652_up,"['Rv1652', 'Rv1653', 'Rv1654', 'Rv1655', 'Rv1656', 'Rv1657', 'Rv1658']","{374: 0.6510771748022907, 375: 0.3489228251977093}",1865576,1872559,1865226,1872559,+,6984,6628,0.949026346
Rv1660_up,1873810,1874159,Rv1660,"bin375, bin376",Rv1660_up,['Rv1660'],"{375: 0.8434844192634561, 376: 0.1565155807365439}",1874160,1875221,1873810,1875221,+,1062,1266,1.192090395
Rv1665_up,1890876,1891225,Rv1665,bin379,Rv1665_up,['Rv1665'],{379: 1.0},1891226,1892287,1890876,1892287,+,1062,1045.5,0.984463277
Rv1676_up,1900697,1901046,"Rv1676,Rv1677",bin381,Rv1676_up,"['Rv1676', 'Rv1677']",{381: 1.0},1901047,1902296,1900697,1902296,+,1250,7010.5,5.6084
Rv1682_up,1906053,1906402,Rv1682,bin382,Rv1682_up,['Rv1682'],{382: 1.0},1906403,1907320,1906053,1907320,+,918,947.5,1.032135076
Rv1683_up,1907244,1907593,"Rv1683,Rv1684","bin382, bin383",Rv1683_up,"['Rv1683', 'Rv1684']","{382: 0.7729184188393609, 383: 0.2270815811606392}",1907594,1910810,1907244,1910810,+,3217,9920.5,3.083773702
Rv1686c_up,1912082,1912431,"Rv1685c,Rv1686c",bin383,Rv1686c_up,"['Rv1685c', 'Rv1686c']",{383: 1.0},1912081,1910776,1910776,1912431,-,1304,967.5,0.741947853
Rv1687c_up,1912921,1913270,Rv1687c,bin383,Rv1687c_up,['Rv1687c'],{383: 1.0},1912920,1912153,1912153,1913270,-,766,446.5,0.582898172
Rv1698_up,1922395,1922744,Rv1698,bin385,Rv1698_up,['Rv1698'],{385: 1.0},1922745,1923689,1922395,1923689,+,945,4062.5,4.298941799
Rv1702c_up,1928576,1928925,Rv1702c,bin386,Rv1702c_up,['Rv1702c'],{386: 1.0},1928575,1927211,1927211,1928925,-,1363,1633,1.198092443
Rv1703c_up,1929722,1930071,Rv1703c,"bin386, bin387",Rv1703c_up,['Rv1703c'],"{386: 0.924548352816153, 387: 0.07545164718384698}",1929721,1929131,1929131,1930071,-,589,5391.5,9.153650255
Rv1707_up,1934532,1934881,"Rv1707,Rv1708,Rv1709,Rv1710,Rv1711,Rv1712,Rv1713","bin387, bin388, bin389",Rv1707_up,"['Rv1707', 'Rv1708', 'Rv1709', 'Rv1710', 'Rv1711', 'Rv1712', 'Rv1713']","{387: 0.06561275881365417, 388: 0.6994963626189143, 389: 0.23489087856743146}",1934882,1941679,1934532,1941679,+,6798,25207.5,3.708075905
Rv1714_up,1941503,1941852,"Rv1714,Rv1715,Rv1716,Rv1717",bin389,Rv1714_up,"['Rv1714', 'Rv1715', 'Rv1716', 'Rv1717']",{389: 1.0},1941853,1944756,1941503,1944756,+,2904,3152,1.085399449
Rv1718_up,1944459,1944808,"Rv1718,Rv1719","bin389, bin390",Rv1718_up,"['Rv1718', 'Rv1719']","{389: 0.2762487257900102, 390: 0.7237512742099899}",1944809,1946420,1944459,1946420,+,1612,1493.5,0.926488834
Rv1729c_up,1955570,1955919,"Rv1728c,Rv1729c","bin391, bin392",Rv1729c_up,"['Rv1728c', 'Rv1729c']","{391: 0.5530155642023347, 392: 0.4469844357976654}",1955569,1953864,1953864,1955919,-,1704,3703,2.173122066
Rv1732c_up,1959792,1960141,Rv1732c,"bin392, bin393",Rv1732c_up,['Rv1732c'],"{392: 0.8431590656284761, 393: 0.1568409343715239}",1959791,1959243,1959243,1960141,-,547,3431.5,6.273308958
Rv1734c_up,1961017,1961366,Rv1734c,bin393,Rv1734c_up,['Rv1734c'],{393: 1.0},1961016,1960774,1960774,1961366,-,241,5913,24.53526971
Rv1739c_up,1967638,1967987,Rv1739c,bin394,Rv1739c_up,['Rv1739c'],{394: 1.0},1967637,1965955,1965955,1967987,-,1681,1926.5,1.146044021
Rv1750c_up,1979568,1979917,Rv1750c,bin396,Rv1750c_up,['Rv1750c'],{396: 1.0},1979567,1977969,1977969,1979917,-,1597,1583,0.991233563
Rv1753c_up,1984776,1985125,Rv1753c,"bin397, bin398",Rv1753c_up,['Rv1753c'],"{397: 0.9644077448747153, 398: 0.03559225512528474}",1984775,1981614,1981614,1985125,-,3160,2136.5,0.676107595
Rv1759c_up,1992578,1992927,Rv1759c,"bin398, bin399",Rv1759c_up,['Rv1759c'],"{398: 0.054281098546042, 399: 0.945718901453958}",1992577,1989833,1989833,1992927,-,2743,339,0.123587313
Rv1760_up,1992803,1993152,Rv1760,bin399,Rv1760_up,['Rv1760'],{399: 1.0},1993153,1994661,1992803,1994661,+,1509,2083.5,1.380715706
Rv1763_up,1995802,1996151,Rv1763,bin400,Rv1763_up,['Rv1763'],{400: 1.0},1996152,1996478,1995802,1996478,+,327,25.5,0.077981651
Rv1765A_up,1999358,1999707,Rv1765A,bin400,Rv1765A_up,['Rv1765A'],{400: 1.0},1999357,1999142,1999142,1999707,-,214,2546,11.89719626
Rv1765c_up,1998516,1998865,Rv1765c,bin400,Rv1765c_up,['Rv1765c'],{400: 1.0},1998515,1997418,1997418,1998865,-,1096,182.5,0.166514599
Rv1768_up,2000264,2000613,Rv1768,bin401,Rv1768_up,['Rv1768'],{401: 1.0},2000614,2002470,2000264,2002470,+,1857,2492.5,1.342218632
Rv1773c_up,2007767,2008116,Rv1773c,bin402,Rv1773c_up,['Rv1773c'],{402: 1.0},2007766,2007020,2007020,2008116,-,745,808.5,1.085234899
Rv1774_up,2007482,2007831,"Rv1774,Rv1775",bin402,Rv1774_up,"['Rv1774', 'Rv1775']",{402: 1.0},2007832,2009990,2007482,2009990,+,2159,3932,1.821213525
Rv1776c_up,2010556,2010905,Rv1776c,"bin402, bin403",Rv1776c_up,['Rv1776c'],"{402: 0.006586169045005488, 403: 0.9934138309549945}",2010555,2009995,2009995,2010905,-,559,660.5,1.18157424
Rv1777_up,2010306,2010655,Rv1777,bin403,Rv1777_up,['Rv1777'],{403: 1.0},2010656,2011960,2010306,2011960,+,1305,454.5,0.348275862
Rv1778c_up,2012531,2012880,Rv1778c,bin403,Rv1778c_up,['Rv1778c'],{403: 1.0},2012530,2012081,2012081,2012880,-,448,1152.5,2.572544643
Rv1780_up,2014349,2014698,Rv1780,"bin403, bin404",Rv1780_up,['Rv1780'],"{403: 0.7133479212253829, 404: 0.28665207877461707}",2014699,2015262,2014349,2015262,+,564,2044.5,3.625
Rv1793_up,2030344,2030693,Rv1793,bin407,Rv1793_up,['Rv1793'],{407: 1.0},2030694,2030978,2030344,2030978,+,285,9909,34.76842105
Rv1799_up,2038809,2039158,Rv1799,bin408,Rv1799_up,['Rv1799'],{408: 1.0},2039159,2039350,2038809,2039350,+,192,440.5,2.294270833
Rv1802_up,2043034,2043383,Rv1802,bin409,Rv1802_up,['Rv1802'],{409: 1.0},2043384,2044775,2043034,2044775,+,1392,1500,1.077586207
Rv1804c_up,2047350,2047699,Rv1804c,bin410,Rv1804c_up,['Rv1804c'],{410: 1.0},2047349,2047023,2047023,2047699,-,325,674.5,2.075384615
Rv1806_up,2047722,2048071,Rv1806,bin410,Rv1806_up,['Rv1806'],{410: 1.0},2048072,2048371,2047722,2048371,+,300,596.5,1.988333333
Rv1807_up,2048048,2048397,Rv1807,bin410,Rv1807_up,['Rv1807'],{410: 1.0},2048398,2049597,2048048,2049597,+,1200,1623,1.3525
Rv1810_up,2052583,2052932,Rv1810,bin411,Rv1810_up,['Rv1810'],{411: 1.0},2052933,2053289,2052583,2053289,+,357,5438.5,15.23389356
Rv1820_up,2064449,2064798,"Rv1820,Rv1821","bin413, bin414",Rv1820_up,"['Rv1820', 'Rv1821']","{413: 0.12446448703494926, 414: 0.8755355129650507}",2064799,2068883,2064449,2068883,+,4085,22244.5,5.445410037
Rv1827_up,2072246,2072595,"Rv1827,Rv1828",bin415,Rv1827_up,"['Rv1827', 'Rv1828']",{415: 1.0},2072596,2073824,2072246,2073824,+,1229,13741,11.18063466
Rv1840c_up,2089519,2089868,Rv1840c,bin418,Rv1840c_up,['Rv1840c'],{418: 1.0},2089518,2087971,2087971,2089868,-,1546,569,0.368046572
Rv1843c_up,2093699,2094048,Rv1843c,bin419,Rv1843c_up,['Rv1843c'],{419: 1.0},2093698,2092259,2092259,2094048,-,1438,6630,4.610570236
Rv1847_up,2096527,2096876,Rv1847,bin420,Rv1847_up,['Rv1847'],{420: 1.0},2096877,2097299,2096527,2097299,+,423,2248,5.314420804
Rv1856c_up,2104824,2105173,Rv1856c,"bin421, bin422",Rv1856c_up,['Rv1856c'],"{421: 0.8317120622568094, 422: 0.16828793774319067}",2104823,2104146,2104146,2105173,-,676,3857.5,5.706360947
Rv1860_up,2107386,2107735,Rv1860,bin422,Rv1860_up,['Rv1860'],{422: 1.0},2107736,2108713,2107386,2108713,+,978,3431.5,3.508691207
Rv1867_up,2115414,2115763,Rv1867,bin424,Rv1867_up,['Rv1867'],{424: 1.0},2115764,2117248,2115414,2117248,+,1485,1214.5,0.817845118
Rv1872c_up,2123152,2123501,Rv1872c,bin425,Rv1872c_up,['Rv1872c'],{425: 1.0},2123151,2121907,2121907,2123501,-,1243,102901.5,82.78479485
Rv1874_up,2123334,2123683,"Rv1874,Rv1875",bin425,Rv1874_up,"['Rv1874', 'Rv1875']",{425: 1.0},2123684,2124824,2123334,2124824,+,1141,3461,3.033304119
Rv1877_up,2125554,2125903,Rv1877,bin426,Rv1877_up,['Rv1877'],{426: 1.0},2125904,2127967,2125554,2127967,+,2064,3846,1.863372093
Rv1880c_up,2131858,2132207,Rv1880c,bin427,Rv1880c_up,['Rv1880c'],{427: 1.0},2131857,2130541,2130541,2132207,-,1315,5451.5,4.145627376
Rv1890c_up,2139688,2140037,Rv1890c,"bin428, bin429",Rv1890c_up,['Rv1890c'],"{428: 0.9615384615384616, 429: 0.038461538461538464}",2139687,2139076,2139076,2140037,-,610,363,0.595081967
Rv1904_up,2150604,2150953,Rv1904,bin431,Rv1904_up,['Rv1904'],{431: 1.0},2150954,2151385,2150604,2151385,+,432,3500,8.101851852
Rv1909c_up,2156602,2156951,Rv1909c,bin432,Rv1909c_up,['Rv1909c'],{432: 1.0},2156592,2156149,2156149,2156951,-,442,361,0.816742081
Rv1911c_up,2157988,2158337,Rv1911c,bin432,Rv1911c_up,['Rv1911c'],{432: 1.0},2157987,2157382,2157382,2158337,-,604,2364.5,3.914735099
Rv1921c_up,2173796,2174145,Rv1921c,bin435,Rv1921c_up,['Rv1921c'],{435: 1.0},2173795,2172524,2172524,2174145,-,1270,589.5,0.464173228
Rv1922_up,2173717,2174066,"Rv1922,Rv1923","bin435, bin436",Rv1922_up,"['Rv1922', 'Rv1923']","{435: 0.4590632820879514, 436: 0.5409367179120487}",2174067,2176513,2173717,2176513,+,2447,7058,2.884348181
Rv1926c_up,2179437,2179786,Rv1926c,bin436,Rv1926c_up,['Rv1926c'],{436: 1.0},2179436,2178957,2178957,2179786,-,478,5302.5,11.09309623
Rv1928c_up,2181218,2181567,Rv1928c,bin437,Rv1928c_up,['Rv1928c'],{437: 1.0},2181217,2180450,2180450,2181567,-,766,777.5,1.015013055
Rv1935c_up,2187160,2187509,"Rv1933c,Rv1934c,Rv1935c","bin437, bin438",Rv1935c_up,"['Rv1933c', 'Rv1934c', 'Rv1935c']","{437: 0.31147091108671787, 438: 0.6885290889132821}",2187159,2183866,2183866,2187509,-,3292,3983.5,1.210054678
Rv1936_up,2187034,2187383,"Rv1936,Rv1937,Rv1938,Rv1939,Rv1940,Rv1941","bin438, bin439",Rv1936_up,"['Rv1936', 'Rv1937', 'Rv1938', 'Rv1939', 'Rv1940', 'Rv1941']","{438: 0.40089177138224563, 439: 0.5991082286177544}",2187384,2194434,2187034,2194434,+,7051,7119.5,1.009714934
Rv1956_up,2201788,2202137,"Rv1956,Rv1957",bin441,Rv1956_up,"['Rv1956', 'Rv1957']",{441: 1.0},2202138,2203129,2201788,2203129,+,992,2714.5,2.736391129
Rv1962c_up,2205274,2205623,Rv1962c,"bin441, bin442",Rv1962c_up,['Rv1962c'],"{441: 0.17810026385224276, 442: 0.8218997361477572}",2205273,2204866,2204866,2205623,-,406,1005.5,2.476600985
Rv1963c_up,2206803,2207152,Rv1963c,bin442,Rv1963c_up,['Rv1963c'],{442: 1.0},2206802,2205582,2205582,2207152,-,1219,943,0.773584906
Rv1982c_up,2225833,2226182,Rv1982c,bin446,Rv1982c_up,['Rv1982c'],{446: 1.0},2225832,2225413,2225413,2226182,-,418,713,1.705741627
Rv1984c_up,2228562,2228911,Rv1984c,bin446,Rv1984c_up,['Rv1984c'],{446: 1.0},2228561,2227908,2227908,2228911,-,652,1836.5,2.816717791
Rv1986_up,2229661,2230010,Rv1986,"bin446, bin447",Rv1986_up,['Rv1986'],"{446: 0.35789473684210527, 447: 0.6421052631578947}",2230011,2230610,2229661,2230610,+,600,972,1.62
Rv1988_up,2231330,2231679,Rv1988,bin447,Rv1988_up,['Rv1988'],{447: 1.0},2231680,2232219,2231330,2232219,+,540,1539,2.85
Rv1990A_up,2234217,2234566,Rv1990A,bin447,Rv1990A_up,['Rv1990A'],{447: 1.0},2234216,2233881,2233881,2234566,-,334,657,1.967065868
Rv1990c_up,2233638,2233987,"Rv1989c,Rv1990c",bin447,Rv1990c_up,"['Rv1989c', 'Rv1990c']",{447: 1.0},2233637,2232739,2232739,2233987,-,897,3058,3.409141583
Rv1994c_up,2237985,2238334,Rv1994c,bin448,Rv1994c_up,['Rv1994c'],{448: 1.0},2237984,2237628,2237628,2238334,-,355,438.5,1.235211268
Rv2002_up,2247310,2247659,Rv2002,bin450,Rv2002_up,['Rv2002'],{450: 1.0},2247660,2248442,2247310,2248442,+,783,1210,1.545338442
Rv2011c_up,2259286,2259635,Rv2011c,bin452,Rv2011c_up,['Rv2011c'],{452: 1.0},2259285,2258854,2258854,2259635,-,430,360,0.837209302
Rv2025c_up,2271749,2272098,Rv2025c,bin455,Rv2025c_up,['Rv2025c'],{455: 1.0},2271748,2270750,2270750,2272098,-,997,858.5,0.86108325
Rv2032_up,2278779,2279128,Rv2032,"bin456, bin457",Rv2032_up,['Rv2032'],"{456: 0.9078751857355126, 457: 0.09212481426448738}",2279129,2280124,2278779,2280124,+,996,3353,3.366465863
Rv2034_up,2280944,2281293,"Rv2034,Rv2035,Rv2036",bin457,Rv2034_up,"['Rv2034', 'Rv2035', 'Rv2036']",{457: 1.0},2281294,2282740,2280944,2282740,+,1447,5387.5,3.723220456
Rv2046_up,2290919,2291268,Rv2046,bin459,Rv2046_up,['Rv2046'],{459: 1.0},2291269,2291925,2290919,2291925,+,657,1232.5,1.875951294
Rv2048c_up,2306987,2307336,"Rv2047c,Rv2048c","bin459, bin460, bin461, bin462",Rv2048c_up,"['Rv2047c', 'Rv2048c']","{459: 0.19765853658536586, 460: 0.3252032520325203, 461: 0.3252032520325203, 462: 0.1519349593495935}",2306986,2291962,2291962,2307336,-,15023,45316,3.016441456
Rv2058c_up,2315062,2315411,"Rv2055c,Rv2056c,Rv2057c,Rv2058c","bin463, bin464",Rv2058c_up,"['Rv2055c', 'Rv2056c', 'Rv2057c', 'Rv2058c']","{463: 0.689811320754717, 464: 0.31018867924528304}",2315061,2314087,2314087,2315411,-,973,1063.5,1.093011305
Rv2062c_up,2320754,2321103,Rv2062c,"bin464, bin465",Rv2062c_up,['Rv2062c'],"{464: 0.7196950444726811, 465: 0.28030495552731893}",2320753,2317169,2317169,2321103,-,3583,5240.5,1.462601172
Rv2074_up,2330643,2330992,Rv2074,bin467,Rv2074_up,['Rv2074'],{467: 1.0},2330993,2331406,2330643,2331406,+,414,3384.5,8.175120773
Rv2075c_up,2332880,2333229,Rv2075c,bin467,Rv2075c_up,['Rv2075c'],{467: 1.0},2332879,2331416,2331416,2333229,-,1462,3964,2.711354309
Rv2076c_up,2333289,2333638,Rv2076c,bin467,Rv2076c_up,['Rv2076c'],{467: 1.0},2333288,2333037,2333037,2333638,-,250,565.5,2.262
Rv2081c_up,2338506,2338855,Rv2081c,bin468,Rv2081c_up,['Rv2081c'],{468: 1.0},2338505,2338065,2338065,2338855,-,439,4232.5,9.641230068
Rv2082_up,2338359,2338708,"Rv2082,Rv2083,Rv2084","bin468, bin469",Rv2082_up,"['Rv2082', 'Rv2083', 'Rv2084']","{468: 0.35804622764936767, 469: 0.6419537723506323}",2338709,2342944,2338359,2342944,+,4236,8250,1.947592068
Rv2085_up,2342677,2343026,"Rv2085,Rv2086",bin469,Rv2085_up,"['Rv2085', 'Rv2086']",{469: 1.0},2343027,2343916,2342677,2343916,+,890,652.5,0.733146067
Rv2087_up,2343644,2343993,Rv2087,bin469,Rv2087_up,['Rv2087'],{469: 1.0},2343994,2344224,2343644,2344224,+,231,18,0.077922078
Rv2091c_up,2349293,2349642,Rv2091c,bin470,Rv2091c_up,['Rv2091c'],{470: 1.0},2349292,2348558,2348558,2349642,-,733,9430.5,12.86562074
Rv2092c_up,2352055,2352404,Rv2092c,"bin470, bin471",Rv2092c_up,['Rv2092c'],"{470: 0.217193096711169, 471: 0.782806903288831}",2352054,2349334,2349334,2352404,-,2719,6343.5,2.333026848
Rv2102_up,2363041,2363390,Rv2102,bin473,Rv2102_up,['Rv2102'],{473: 1.0},2363391,2364107,2363041,2364107,+,717,2507,3.49651325
Rv2104c_up,2364782,2365131,"Rv2103c,Rv2104c","bin473, bin474",Rv2104c_up,"['Rv2103c', 'Rv2104c']","{473: 0.8747609942638623, 474: 0.12523900573613767}",2364781,2364086,2364086,2365131,-,694,2111.5,3.042507205
Rv2115c_up,2376291,2376640,Rv2115c,"bin475, bin476",Rv2115c_up,['Rv2115c'],"{475: 0.24770642201834864, 476: 0.7522935779816514}",2376290,2374461,2374461,2376640,-,1828,14572,7.971553611
Rv2116_up,2376221,2376570,"Rv2116,Rv2117",bin476,Rv2116_up,"['Rv2116', 'Rv2117']",{476: 1.0},2376571,2377441,2376221,2377441,+,871,1177,1.351320321
Rv2124c_up,2386068,2386417,Rv2124c,"bin477, bin478",Rv2124c_up,['Rv2124c'],"{477: 0.6393484347162128, 478: 0.3606515652837872}",2386067,2382489,2382489,2386417,-,3577,6926.5,1.936399217
Rv2131c_up,2393321,2393670,Rv2131c,bin479,Rv2131c_up,['Rv2131c'],{479: 1.0},2393320,2392517,2392517,2393670,-,802,4017,5.00872818
Rv2132_up,2393061,2393410,Rv2132,bin479,Rv2132_up,['Rv2132'],{479: 1.0},2393411,2393641,2393061,2393641,+,231,698.5,3.023809524
Rv2140c_up,2400329,2400678,Rv2140c,"bin480, bin481",Rv2140c_up,['Rv2140c'],"{480: 0.2304199772985244, 481: 0.7695800227014756}",2400328,2399798,2399798,2400678,-,529,1352.5,2.556710775
Rv2145c_up,2405399,2405748,Rv2145c,"bin481, bin482",Rv2145c_up,['Rv2145c'],"{481: 0.33980582524271846, 482: 0.6601941747572816}",2405398,2404616,2404616,2405748,-,781,12965,16.60051216
Rv2161c_up,2423138,2423487,Rv2161c,bin485,Rv2161c_up,['Rv2161c'],{485: 1.0},2423137,2422271,2422271,2423487,-,865,11032.5,12.75433526
Rv2166c_up,2429859,2430208,"Rv2163c,Rv2164c,Rv2165c,Rv2166c","bin486, bin487",Rv2166c_up,"['Rv2163c', 'Rv2164c', 'Rv2165c', 'Rv2166c']","{486: 0.9596977329974811, 487: 0.04030226700251889}",2429858,2425048,2425048,2430208,-,4809,20985.5,4.363797047
Rv2168c_up,2431421,2431770,"Rv2167c,Rv2168c",bin487,Rv2168c_up,"['Rv2167c', 'Rv2168c']",{487: 1.0},2431420,2430159,2430159,2431770,-,1260,10.5,0.008333333
Rv2172c_up,2434537,2434886,Rv2172c,bin487,Rv2172c_up,['Rv2172c'],{487: 1.0},2434536,2433631,2433631,2434886,-,904,7786,8.612831858
Rv2176_up,2437591,2437940,Rv2176,bin488,Rv2176_up,['Rv2176'],{488: 1.0},2437941,2439140,2437591,2439140,+,1200,1471,1.225833333
Rv2177c_up,2439948,2440297,Rv2177c,"bin488, bin489",Rv2177c_up,['Rv2177c'],"{488: 0.7076771653543307, 489: 0.29232283464566927}",2439947,2439282,2439282,2440297,-,664,852,1.28313253
Rv2178c_up,2441721,2442070,Rv2178c,bin489,Rv2178c_up,['Rv2178c'],{489: 1.0},2441720,2440332,2440332,2442070,-,1387,10529.5,7.591564528
Rv2185c_up,2447501,2447850,Rv2185c,bin490,Rv2185c_up,['Rv2185c'],{490: 1.0},2447500,2447066,2447066,2447850,-,433,3510.5,8.1073903
Rv2187_up,2447810,2448159,Rv2187,bin490,Rv2187_up,['Rv2187'],{490: 1.0},2448160,2449962,2447810,2449962,+,1803,5917.5,3.28202995
Rv2201_up,2464647,2464996,Rv2201,"bin493, bin494",Rv2201_up,['Rv2201'],"{493: 0.15331312256388047, 494: 0.8466868774361195}",2464997,2466955,2464647,2466955,+,1959,3284,1.676365493
Rv2202c_up,2468028,2468377,Rv2202c,bin494,Rv2202c_up,['Rv2202c'],{494: 1.0},2468027,2467053,2467053,2468377,-,973,10321.5,10.60791367
